id	origin	content
80521241-87df-4895-9bfc-b8bc3e6f776b	wikinews	Szwajcaria: władze zakazują demonstracji przeciw Światowemu Forum Ekonomicznemu
8043bb09-3afd-4baa-9aa0-ea54d1e064f2	space24	Wojsko Polskie zamówiło serię komercyjnych zobrazowań satelitarnych
75c41665-cb5d-42c2-96c3-e9b66a2d3dee	other	Silnie wieje, w porywach do 100 km/godz. Awarie prądu w Kujawsko-Pomorskiem, powalone drzewa w Toruniu
7587e17e-fc84-4bb3-8ffc-4d783f29cdaf	space24	Starship SN15 dopełnił dzieła. Udane lądowanie poprawionego prototypu
745a439b-f258-460c-80f5-22cea00df67d	wikinews	Uchwała nr 99/XL Rady Naczelnej ZHP w sprawie wojny w Ukrainie i służby Związku Harcerstwa Polskiego
74252f6c-6f28-43f9-96aa-0def9a740573	wikinews	Bazylika Narodzenia Pańskiego w Betlejem na wniosek Autonomii Palestyńskiej na liście UNESCO
73a1c7c6-8ce2-4c1d-9eb6-d47138431ded	wikinews	Trzęsienie ziemi w Indonezji
7361c3b8-c7bd-481d-9ec7-1faf90c1327b	wikinews	Tarnowskie Góry: wypadek w skradzionym samochodzie
733b5143-0eeb-4dcd-b607-a1bcb527ea8a	tabletowo	World of Tanks opuszcza Rosję i Białoruś
72f4f355-dda5-4ab5-9c3f-4560010c7be8	wikinews	Budapeszt: odbyła się 2. Gala Polonijna
72b234fc-9e56-4a2d-a905-f677331a56fd	naukawpolsce	Spożywanie białka z wielu źródeł może obniżać ryzyko nadciśnienia tętniczego
726ca951-7f93-46d4-91d9-3fe76bafb164	wikinews	Drugie przesłuchanie Andrzeja Czyżewskiego
724c7683-de74-451d-86f7-4b1545ba1000	wyborcza	Katarzyna Zillmann, srebrna medalistka olimpijska, zrobiła coming out na antenie TVP
71f084cb-4f68-41f5-a531-09c446ba9dcb	wyborcza	41. rocznica podpisania Porozumień Sierpniowych w Gdańsku. Wśród gości Vera Jourová i Żanna Niemcowa
6f546eb0-c8be-40e6-9746-60d4e49fcb06	wikinews	Islamiści dokonali zamachów na kościoły katolickie w Nigerii
6f5265cb-98cb-43b6-b48e-2f681cc07bdc	other	Konsekwencje skandalu w policji. Oficer elitarnej jednostki zawieszony
6d1ecd8e-5e7f-4bde-b032-6e82ae543bd2	wikinews	Neymar zagra przeciwko Kolumbii w ćwierćfinale Mistrzostw Świata w Piłce Nożnej 2014
6c6f081b-27e5-4106-9789-9bcc1132dcb2	wyborcza	Nergal nie obraził uczuć religijnych. Sąd uznał, że nikt nie musiał oglądać zdeptanego obrazu Maryi
6c0cf324-f4e1-48b2-bf35-c5abd91b8aed	wikinews	Sandomierz: Pielęgniarka w szpitalu zakażona SARS-CoV-2
6acdc842-cb07-42c9-8a43-0ce5a25cfe2d	other	Śląskie. Wszystkie linie i godziny odjazdów  w telefonie, nowa aplikacja już dostępna
6abceea3-f1d4-4c4a-83cd-8582c56b53db	wikinews	Piętnasta rocznica śmierci świętego Jana Pawła II
68eae624-2ca7-48c5-8b2c-a982b85b015e	wikinews	Czechy: wypadek Kuzaja w rajdzie - dwóch kibiców nie żyje
67b64b02-e80b-409f-bd39-5c820bc3a706	wikinews	Pakiet pomocy od rządu dla Stalowej Woli
66eb69ba-6d0e-4fb1-afe0-99b21cbd96da	wikinews	Siergiej Sirotkin drugim kierowcą Williamsa, Robert Kubica kierowcą rezerwowym
669bfc79-9fa3-4dcc-b551-1b546a1c5a44	wikinews	Cristiano Ronaldo zdobywcą Złotej Piłki FIFA 2014
66453dbc-a4ec-4428-b365-c4bb29a6993c	wyborcza	Rosyjski wywiad włamał się do poczty gen. Skrzypczaka. Wykradł analizę nt. możliwego ataku Rosji na Polskę
661f455e-6fa9-4610-9815-872130379263	wikinews	Niemcy: kompromis w sprawie podwyżek płac w budownictwie
661b6e73-f4bf-4ed6-8e36-84f8a4275060	wyborcza	Stocznia Gryfia ma 23,6 mln zł straty, ale TVP Szczecin radośnie ogłasza: "Stocznia na plusie"
65e501c6-e05e-47c3-a30e-dc82fd8360d7	wyborcza	Drugi wyrok dla Józefa Piniora. Więzienie bez zawieszenia za oświadczenia majątkowe
65acc21a-3eef-49b3-a841-77151c23fd08	wyborcza	Wicepremier Gliński: Jest równowaga w inwestycjach w kulturę między Toruniem a Bydgoszczą
6589387b-33b9-4bc9-a1cd-50d2bce6a43b	wyborcza	Prezydenci apelują: - Trzeba jak najszybciej zmodernizować autostradę A4 i wybudować drogę S5
653a5ee1-288f-468f-b345-acf211dc8311	wikinews	Palestyńczycy z Jerozolimy mogą wziąć udział w wyborach parlamentarnych w Autonomii
63ca455c-c9b1-4d29-b698-7aa4ef533dc6	wikinews	Krzyż Wielki Orderu Odrodzenia Polski dla ojca Macieja Zięby
63a94cf9-075c-48e1-af74-618ec765cd76	wikinews	Porozumienie o budowie gazociągu wzdłuż Morza Kaspijskiego podpisane
632c68df-75a5-4769-b28f-d5d38e387ff8	wikinews	Trzeci dzień walki z pożarami w San Diego w Kalifornii
61fa2947-50f0-47c8-8144-9afead0b3626	niebezpiecznik	Są propozycje regulacji przeciwko wyłudzeniom kart SIM
60faf84a-f192-41c6-945b-e194c85552b6	naukawpolsce	Zmarł Andrzej Piotrowski dyrektor Muzeum Badań Polarnych
60ed063f-478b-45df-a4a7-be465bbd2453	wikinews	W wieku 73 lat zmarła Violetta Villas
60545932-292c-43ca-89ee-22991d264096	wikinews	Prezydent u Polonii w Chicago na koncercie „Polska dla Chicago”
5f9cbcca-a390-4da4-b1b5-6a9aeffe4de1	space24	Rozwój poprzez konsolidację. Co dalej z rynkiem SATCOM? [KOMENTARZ]
5eefcf67-50c5-4e7f-aeb3-5bf5948bd586	other	Aleksandrów Łódzki. Podpalił samochody i dom. Chciał zabić rodzinę
5dde5753-ba1f-466d-80b4-2498ab96aab2	wyborcza	Białystok. Otwarto Muzeum Pamięci Sybiru. Upamiętnienie niezłomności i hartu ducha
5d244139-6241-4b56-b905-2083bdae8172	wikinews	Afryka: transakcje dotyczące gruntów muszą odbywać się na jasnych warunkach
5c05bfc4-7777-489f-aeff-d3b7791c32a6	wikinews	Kolarstwo: Danilo Hondo zawieszony za doping
5b80106f-4455-4bd7-be7c-fb576b853d51	wikinews	Koszalin: pracownicy poczty okradali paczki
5a8797bb-8322-4f0b-bb3b-d3149e80fa9e	space24	Izraelski lądownik nie przetrwał spotkania z Księżycem
5a7a935d-4d4b-4ed4-9cc9-5e29df04ae4e	wikinews	Bayern Monachium awansował do finału Klubowych Mistrzostw Świata 2020
58803809-659e-486a-91b7-bb3a6fa9bfb9	wikinews	Johan Van Summeren wygrał 64. Tour de Pologne
582a5776-0a15-41f1-b570-267cc4e2af76	wyborcza	Wigierski Park Narodowy. Wyrżnięto "Babę" i inne wiekowe jesiony. Bez specjalistycznych badań
57e05749-f7ab-44ac-bd09-3c8ecea06135	wikinews	Mundial 2006: Brazylia 3-0 Ghana
5797f776-64f3-4f75-a065-5d5e4dc7b747	wikinews	Piraci uwolnili saudyjski supertankowiec "Sirius Star"
573e23ad-448c-4129-9fa1-1b172f269005	space24	Szkody w Bejrucie zmapowane. NASA użyła danych z Copernicusa
571624dd-1043-4819-b711-add2c75f71eb	other	Warszawa. Mężczyzna napastował 12-latkę w niemal pustym autobusie
5712d67a-0e9d-4a54-8841-4fbbf66ec173	wikinews	NATO: początek dwudniowego 21. szczytu w Strasburgu i Kehl
5613c941-e7e5-40ac-880a-c8cd85d3aab6	wikinews	Porozumienie VW - IG Metall: Koniec czterodniowego tygodnia pracy
56004fb2-627b-4e77-adb1-6aef512e5d0b	tabletowo	Revolut chce dawać kredyty hipoteczne
5565db9e-0770-4a29-a42d-7074596e8761	wikinews	Katowice: eksmisja czeczeńskich uchodźców z Załęża
541c4af3-498d-4917-aac9-ee2bee8900a6	other	Wójt Żelazkowa zaatakował dziennikarzy. Miał prawie 3 promile
521b28c8-e867-4694-a741-8102c49c83f9	wyborcza	MKOl rezygnuje z testosteronu jako wyznacznika płci dla kobiet trans i z zaburzeniem rozwoju płciowego
521a2685-5732-49b5-a615-10f9f28f1b98	wyborcza	Nowy Sącz. Mężczyzna podpalał wózki dziecięce na klatkach schodowych bloków. "To recydywista"
521171c1-6b7c-4e4c-89fc-4808a5a65ee2	wikinews	Działacze Greenpeace wdrapali się na komin Elektrowni Bełchatów
51970478-87b0-4024-bfec-d6425c0b1b5a	wikinews	Powstała encyklopedia wolnych gier oparta na silniku Wiki
510107a9-c573-4647-8a8c-39938d0a8215	wikinews	PiS zgadza się na wcześniejsze wybory
50e407a9-6124-4030-9369-8059fbc94576	naukawpolsce	Raport: w 2021 r. Europa doświadczyła najcieplejszego lata w historii
4fc895a1-afa6-42c0-8df7-223a3d0281cf	wikinews	Nowy Jork: Ryszard Horowitz otrzymał złoty medal "Zasłużony Kulturze Gloria Artis"
4f9ca612-d845-4e79-bb12-1deb1a60db54	other	Chciał zdezynfekować ręce. Dramat 5-latka z Rozkopaczewa
4e94ad04-058b-4edf-90a3-9dca3536003c	other	Judyta Turan nie żyje. Przed śmiercią nagrała film krótkometrażowy.
4e67d40a-c2df-4635-aca9-1409388910ac	other	Nieletni złodzieje w Wielkopolsce. 9-latka wynosiła ze sklepu zabawki
4e5a043b-fba3-4c71-81ea-9339206dac16	wyborcza	Częstochowa. Policjant z zarzutem gwałtu nie zostanie aresztowany
4de98067-ff2c-4c66-849b-d3532173ac36	tabletowo	Sony i Honda będą razem tworzyć samochody elektryczne
4dd1eb14-7c03-4aeb-9fc1-8bde869b5325	wikinews	Lech Kaczyński zakończył wizytę na Litwę
4d3bcd28-120c-40c8-a957-fda873ea6946	wikinews	Ukraina: zatrzymano ponad 400 protestujących przeciwko okupacji Chersonia
4d244b29-2785-4cea-9c57-605c1522d54d	space24	Ekspert think tanku CSIS: USA nadal niegotowe na wzmożoną rywalizację w kosmosie
4d00e7e5-d5eb-4586-8f9c-d75e9e787e00	wikinews	Warszawa: próba generalna przed Świętem Wojska Polskiego
4c6b53f4-ddf4-4cf4-bd5c-6350599c8cf2	other	PREMIERA TRAILERU GROMDA 7 już dzisiaj o 19:00
4c63a793-321b-4158-8d39-47e94fbe5ec2	wikinews	USA: Przed Pentagonem doszło do strzelaniny
4bdec3fa-12f9-41a2-9eee-955be209d10f	space24	Ukraińska ścieżka współpracy NCBR. Wymiana wiedzy i wspólne inicjatywy
4b157b9a-d1fa-47c7-956b-62336c42d116	other	Żona złożyła wniosek rozwodowy dzień po ślubie. 23-laka nie żyje
48f42356-05b6-4aa0-929b-d6e9e3a354de	naukawpolsce	Badanie: niebezpieczne cyklony będą występowały coraz częściej
487c3b1b-24b1-4f65-add2-603daf07cc3e	wyborcza	Arcybiskup Henryk Hoser nie żyje. "Zmarł po długiej i ciężkiej chorobie"
485ddb59-d46d-4ad3-91af-46ac813785ab	wpwiadomosci	Okręt Ysabel dopłynął do Gdyni. Na pokładzie sprzęt dla Ukrainy
46ed064f-892b-46cf-8dd9-b98d77efddc9	wyborcza	Urzędniczka sanepidu stanie przed sądem. Brała łapówki za pozytywne opinie
46dc5b8f-3cf8-46cf-9815-bb5644b362b1	wikinews	Gdańsk: otwarcie wystawy „W-gallery 03”
464d9fab-6292-484f-a9f8-e082cb1d6e73	wpwiadomosci	Ukraińskie służby o Rosjanach: zabijają matki na oczach dzieci
45f152a1-4c9d-4533-8602-a12ece9db731	wikinews	Japonia w stanie najwyższej gotowości po ostrzale wyspy Yeonpyeong przez KRL-D
45a051c7-a49a-4ab5-aba1-c3ec8aed47e0	wikinews	Polska: prezydent pojedzie do Brukseli
4400bc61-36fd-4a4b-b508-13a580f3973f	wikinews	Dziwidło olbrzymie kwitnie w Ogrodzie Botanicznym Uniwersytetu Warszawskiego
4390c73e-26e0-488d-81cd-99b168a54259	wikinews	Agora uruchomiła internetową platformę radiową
41e49b2a-54d9-4f8c-97a2-77c3f3c7e946	wikinews	EtnoPraga: Transylwania
415fcc55-5d5a-43f3-bfd7-75cfb1554324	wikinews	Koronawirus – 6 marca 2020
41213e2e-c2a1-4f1c-a4ba-7f7cfd621a41	wikinews	Śrem: 17 kwietnia początek II Festiwalu Kina Alternatywnego
40f67f3f-dff5-4340-88f7-156ee6dfe6dd	wikinews	Kaarel Nurmsalu został Mistrzem Estonii w skokach narciarskich
40b77307-c2a2-4fa7-a6c8-6bb7d87c2e02	wikinews	12-letni chłopiec z daltonizmem po raz pierwszy w życiu zobaczył świat w kolorach
40a714b0-7bcc-48ec-8a83-7386762a7d4f	wikinews	Kwaśniewski: Miller kandydatem LiD w wyborach do PE
400df5c3-e91f-4476-ac57-3a58edb92775	wikinews	Polska przegrała w tie-breaku finał siatkarskiego turnieju w Halle
3fda717c-35c9-460f-966f-6825029b5148	wikinews	Irak: Polscy żołnierze ujęli 29 terrorystów
3f4a651b-248c-4db8-9c00-8c55d09f7453	wikinews	Lepper: zarządzam partią jednoosobowo
3cd00f7e-d9a9-46f8-83f7-a1360982f158	wikinews	Lech Kaczyński odznaczył pośmiertnie Janusza Bobaka
3ca5bb68-eb38-459d-b943-34f109eb8847	wikinews	Europejski Dzień Sprawiedliwych 2016 w Łodzi
39e4ee2e-8685-4784-9f91-ca7bd0dc5c3f	wikinews	Puchar Świata w skokach narciarskich: kwalifikacje do pierwszego konkursu odwołane
377bfd95-a26f-4807-83eb-d4cf8262ef7a	wikinews	Zderzenie kolejki Maltanki z samochodem w Poznaniu
3756a258-62c3-4a2f-80f1-5f9d41bc73c3	wikinews	Demis Roussos nie żyje
32fd9e01-b96a-4346-84ee-bf6e286365a1	wikinews	Nowa książka Grossa: Polacy to odnoszący korzyści materialne współsprawcy eksterminacji Żydów
2fcac532-7310-4ff6-a7a0-7a46aa4f39d3	wikinews	Jutro rozpoczęcie Wimbledonu 2014
2ed69e6f-c8e0-48a2-b61a-ee10997559f1	wikinews	Wrocław: koncert zespołu Kruzenshtern & Parohod
2e8b4b9e-783c-45b6-9b9b-c7a7407ba138	wikinews	Open 3D Foundation – nowy projekt Linux Foundation
2d92597f-87c1-45d4-a3cb-0c5c2da9826a	wikinews	Węgry: w Budapeszcie i Szeged odbędzie się 15. Polska Wiosna Filmowa
2d9224c8-601a-4cbe-9bb4-cc34d724bb42	wyborcza	Ponad 1,5 tys. budynków w Toruniu podłączonych do sieci ma już włączone ogrzewanie
2ca8e22f-589d-4a0e-858a-ba4830b76d46	wikinews	Andrzej Kryże prokuratorem krajowym
2c302791-2ca9-4a22-b1b9-ac847efd8efd	wp-wiadomosci	USA. Burza tropikalna Henry dotarła do wybrzeża. Setki tysięcy ludzi bez prądu
2aef9f2a-6d55-4ffa-a89f-dae677aee9b9	wikinews	Michał Pazdan zawodnikiem Jagiellonii Białystok
2abe5c37-0897-46d2-9731-72aa16d20048	wikinews	Fidel Castro wydał oświadczenie z okazji Nowego Roku 2007
2ab185da-7ab0-46d4-9e9e-635315273d41	wikinews	Polski wędkarz utonął w norweskim jeziorze
2a073d8b-38d0-415e-b944-ecbc1cef3086	wikinews	ZIO: Polacy na 5. miejscu w konkursie drużynowym skoków narciarskich
2982c306-b718-48e7-81a5-269926d085c8	wikinews	Dudka złamał nogę?
2964f161-b897-4945-9e3f-37bc90207e4c	wikinews	Warszawa: V Konferencja Ministerialnego Procesu Ochrony Lasów w Europie
28c94dbc-1296-4f66-b6dd-fee125c7b567	wikinews	Chełm: Trotyl w plecaku
281173f2-55c9-4f8d-8bac-1aa21cc4f929	wikinews	Wiceprzewodniczący Trybunału Stanu nie żyje
26314482-86f7-4d08-97bc-7b1ad4f597a8	wyborcza	Kuba. Legendarny opozycjonista Guillermo Farinas aresztowany
235398c6-49f5-4707-80a5-5c8e3dfc39b0	wikinews	Gdzie żyje się najdrożej?
22f62e91-2b2b-42cb-bb84-accbcb3f59ac	wyborcza	Dwa oddziały nie działają w szpitalu w Toruniu, bo brakuje kadry. Dyrekcja pilnie szuka lekarzy
223fefa5-7ead-4c6a-87ce-c37681272f15	wikinews	Telefony komórkowe na Kubie już dozwolone
2226aa1e-4580-43b9-91a5-05597d6654cf	wikinews	Białoruś: Służby porządkowe rozpędziły manifestację przedsiębiorców
21afa3d1-de9b-4a42-9ddf-a7e3143402b0	wikinews	Ubuntu 5.10 "zakończy życie" 13 kwietnia 2007
2185e3b4-b617-4962-b955-4bad1636409e	wikinews	Kolegium kardynałów: pogrzeb papieża w piątek
20ec32be-6a8f-4887-a9f1-d3144c616816	wikinews	Program WorldWide za darmo dla użytkowników Windows
20c77729-1481-4822-95e6-7ed2da84641e	wikinews	Protesty przeciwko ACTA w Polsce
1fcc8ecd-4eee-4ae0-9227-0a47fe17e614	wikinews	Zmarł Jan Kułaj
1edb3503-0ec9-4c91-97f9-cff17efa0b1c	space24	Uzyskano tlen z marsjańskiego CO2. Nowy kamień milowy misji Perseverance
1e4ced71-8c2d-44be-ab86-d6ee1364478b	wikinews	Somalia: grecki frachtowiec kolejnym łupem piratów
1df5136f-4e10-4008-b9a9-b8e461382603	space24	O kamerach satelity PW-Sat2
1d7573a2-187c-4af5-a1c9-2f1319f686dc	wikinews	Poznań: powrót operetki „Księżniczka Czardasza” na deski Teatru Muzycznego
1d181b30-6843-44ac-ad88-03e442164d1b	wikinews	W wyborach do francuskiego Zgromadzenia Narodowego wygrała prawica
1c2da928-ff48-4ec9-b5d4-6f5f79fdb1d1	wyborcza	Rocznica powstania warszawskiego. Objazdy i dodatkowe autobusy na Powązki i Wolę
1bf4082f-1821-418b-a966-950431c5500b	niebezpiecznik	Spłonęła serwerownia OVH
1b70453a-58cf-4873-a5f9-4c9a238ca9d3	naukawpolsce	Polscy naukowcy zbadali poziom nowości biologicznej lasów na hałdach pogórniczych
1b198991-a04c-44ca-ae86-c0c681b8772e	wikinews	Open'er 2010: „I Feel Better” przy chasydzkiej alternatywie – trzeci dzień imprezy
1ae94c84-417c-428e-bf98-dff5f242ed57	wikinews	Ogromne spadki na warszawskiej giełdzie
1ac0ba25-41b0-4ce2-b22e-a4e033d45432	wyborcza	Zatopienie krążownika Moskwa. Niezależny rosyjski portal: Zginęło 37 osób
1a8991e8-f5dd-4c49-838f-ff122d70ca97	wyborcza	FBI oskarża północnokoreańskich hakerów o kradzież 620 mln dolarów w kryptowalutach
1a7910b0-d1bf-437b-819f-898dddd4eac7	naukawpolsce	Możliwa jest ultradźwiękowa terapia cukrzycy
18e05e78-1268-471b-9795-0f5fe28503cc	space24	Wystrzelono kolejne zestawy Starlinków. Celem wyższa orbita
18c684a0-68ba-4ba2-8bd6-64869b93891e	naukawpolsce	Rekrutacja na MBA z zarządzania lasami
189f3e46-9fac-4ac6-b25a-a716f365e538	wyborcza	Podsumowanie dnia: 21 października. PE przyjął rezolucję, reżim Asada zbombardował okolice Idlibu
189e48f1-335f-48ba-85cf-216f61fb4abb	wyborcza	Niemiecka flaga oraz portret Tuska spalone na mającym status państwowy Marszu Niepodległości
18108354-66a4-4683-ba6e-5cdc0c0a2aed	wikinews	Do Ogrodu Zoologicznego w Opolu przywieziono dwa lwy angolskie
17758254-6b15-44a8-b016-3b4155f278bf	wyborcza	Wielka Orkiestra Świątecznej Pomocy w Toruniu. Zebraliśmy ponad 683 tys. zł
168e3b00-178a-4cee-b3d8-3cc692e9c0af	naukawpolsce	Uniwersytet Wrocławski zamroził współpracę z rosyjskimi uczelniami i instytucjami naukowymi
15f95226-4184-4a3a-8fd8-f92929a0103d	naukawpolsce	Prof. Szuster-Ciesielska: leki doustne przeciwko COVID-19 mogą uchronić przed hospitalizacją
14ab1aef-ee23-4065-939b-cdae3fe7666f	wyborcza	Słynna krzywa sosna z Falenicy ocalona. Spółka PKP rezygnuje z jej wycięcia
13e3249c-4ceb-42ac-92e8-87cd0e693f70	naukawpolsce	Wyrzut materii ze Słońca zmierza w stronę Ziemi; możliwa burza geomagnetyczna
13b659a9-3cf2-4d6e-9ef5-a3aba5dff303	wikinews	Powstała Fundacja OpenSocial
13aa4472-a3a9-4e4f-bfe6-fe586a2345ca	wpwiadomosci	Akcja w kopalni Zofiówka. Zlokalizowano sygnał z czterech lamp górników
136e8d75-5e66-4f18-af52-635714ef278e	other	Córka pozwała lekarza matki za to, że się urodziła. Jest wyrok
133953ab-9b89-4827-bf38-5d010258450d	wikinews	Bezpieczeństwo komputerowe: ze względu na włamania Google zabroniło swoim pracownikom korzystania z Windowsa
12df010d-8460-4d1c-bca7-b61cfd01e55d	wpwiadomosci	Ukraińcy trafią nawet z 50 kilometrów. Holandia wysyła niemiecką superbroń
11db7da4-91c3-413d-ae12-5cd014896702	wpwiadomosci	Ciężkie walki o Azowstal. Rosjanie przebili się na jednym z kierunków natarcia
11385379-b51d-43a2-beaf-b15c37cac501	wikinews	Azerbejdżan: szczyt energetyczny w Baku
10ce2cb5-921c-4fc6-9570-5dd419268219	tabletowo	OPPO zaleje polski rynek kolorowymi smartfonami z serii Reno 7
0fa22cf6-5bf5-464b-9d66-edcc08a7eb84	wikinews	Francja: trwa druga tura wyborów parlamentarnych
0f3c0ddc-04bb-4b5e-995e-dafcc40353e2	wikinews	GP Chin: Kubica nie dojechał, Raikkonen triumfuje
0eeeba74-d014-4812-b83f-8a85a6bef620	wyborcza	Najlepsi maturzyści w Polsce na gali w Rzeszowie. Egzaminy zdawali na 100 albo na prawie 100 proc.
0e341383-744b-4d8f-a61c-95fc28db6988	other	Dramat na rajdzie Mikołajów w Gdyni. Motocyklista wjechał w tłum
0e2d5375-94eb-494b-b8f1-9dfdbd0c6df8	wikinews	Prezydent RP odznaczył kardynała Mariana Jaworskiego
0d253015-9c87-4f34-9e77-cbaebbc1c4c0	other	Nie żyje Zbigniew Plesner. Żałoba w Szczecinie
0cca747f-072a-4add-8019-2e861ae0c323	wikinews	Czy są perspektywy na zakończenie wojny domowej w Syrii?
0c7a3d79-8fa0-4637-a0f2-96751b379c5b	naukawpolsce	EMA rekomenduje czwartą dawkę szczepionki przeciwko COVID-19 dla osób starszych
0c32f24d-a1a9-4254-aa4a-f0602a012ad9	naukawpolsce	Seksuolog: 44 proc. Polaków rozmawia otwarcie o swoim związku z partnerem/partnerką
0c180863-4c8d-4cc7-8a41-63552ff355bf	wikinews	Ścieżka rowerowa z paneli słonecznych
0baf781a-3c37-4c12-89db-9dadd5b26266	wyborcza	Mamo, wrócę z kwiatami. Białoruski artysta uciekł do Łodzi i tworzy mocne antyrosyjskie grafiki
0b737987-fdcf-448e-9765-7443d1c9b391	space24	Trwa konkurs na nazwy egzoplanet. Ponad 1000 zgłoszeń w polskiej edycji
0b48763e-0c43-45a8-83a7-9020b6f27ad8	wikinews	Bogdan Pęk przed komisją śledczą
0b137cba-aa79-45ec-a7c5-7a40b68d1363	naukawpolsce	Rada Narodowego Centrum Nauki krytycznie o projekcie ustawy o Akademii Kopernikańskiej
09845a5f-6326-4fee-b0a5-0c8f0ba72e83	wikinews	Dawid Krupa wygrał wyścig kolarski Tatry Tour 2007
07bad8ca-8c08-4068-9749-615bc3e66cab	wikinews	Znicz 2008: zginęły 32 osoby, 421 zostało rannych
06feb8ff-4802-40d3-aeec-d423fbb4f75c	wikinews	Apple wymienia wadliwe ładowarki
061b2bec-0be9-4c98-814c-9b883d18f300	wyborcza	Władze Sądu Okręgowego w Krakowie pacyfikują sędziów, którzy odmówili orzekania z osobami wybranymi przy udziale neo-KRS
05f8a11a-3dbd-4bd7-9d06-08948668e317	tabletowo	Kompletna nowość w sklepie Google Play – sekcja Bezpieczeństwa danych
05b02157-c18a-4f43-a173-f69a32a357b8	wyborcza	Prokuratura wszczęła śledztwo w sprawie gróźb kierowanych wobec prezydenta Bogdana Wenty
05a513d9-6b5b-4422-905e-ba62fe263f99	wikinews	Gołota pokonany po 53 sekundach
054a5da7-dc86-440f-8d05-b416acf02e3d	pudelek	Piotr Świąc nie żyje. Prezenter TVP zginął w tragicznym wypadku samochodowym
04f49360-9545-499f-bca2-bf446a8b34d3	naukawpolsce	Polscy badacze zidentyfikowali sinice, które potrafią przetrwać stężenia nadchloranów wyższe niż na Marsie
029d310a-c3a4-42c9-abc3-94381d4aca10	space24	Raport klimatyczny: lipiec 2019 najcieplejszym miesiącem w historii pomiarów
017ab707-4840-43d5-8c1a-d9a95794442d	wikinews	Łódź: mogą rozpocząć się prace przy nowym Dworcu Fabrycznym
009a0058-fc34-4d1c-82bc-67bf6846d88f	wikinews	Bilans Fundacji Batorego: Ile kandydaci na prezydenta wydali na kampanię?
00273841-fd32-415f-a8b6-44f991f33a5b	wikinews	Ryōyū Kobayashi wygrał pierwszy konkurs na skoczni w Planicy podczas zawodów Pucharu Świata w sezonie 2020/2021
